Individual,figure,filename,Experiment,treatment,dpf,protocol,clutch,sample purpose,length [mm],comment
T275201,2c,iSeq049-TM-T201-PBAT_S214_L001_R1_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,PBAT,B,femaleness,6.438,re-sequenced to increase read numbers
T275201,2c,iSeq049-TM-T201-PBAT_S214_L001_R2_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,PBAT,B,femaleness,6.438,re-sequenced to increase read numbers
T276202,2c,iSeq049-TM-T202-PBAT_S215_L001_R1_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,PBAT,B,femaleness,8.297,re-sequenced to increase read numbers
T276202,2c,iSeq049-TM-T202-PBAT_S215_L001_R2_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,PBAT,B,femaleness,8.297,re-sequenced to increase read numbers
T277203,2c,iSeq049-TM-T203-PBAT_S216_L001_R1_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,PBAT,B,femaleness,9.344,re-sequenced to increase read numbers
T277203,2c,iSeq049-TM-T203-PBAT_S216_L001_R2_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,PBAT,B,femaleness,9.344,re-sequenced to increase read numbers
T278204,2c,iSeq049-TM-T204-PBAT_S217_L001_R1_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,PBAT,B,femaleness,8.924,re-sequenced to increase read numbers
T278204,2c,iSeq049-TM-T204-PBAT_S217_L001_R2_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,PBAT,B,femaleness,8.924,re-sequenced to increase read numbers
T279205,2c,iSeq049-TM-T205-PBAT_S218_L001_R1_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,PBAT,B,femaleness,10.186,re-sequenced to increase read numbers
T279205,2c,iSeq049-TM-T205-PBAT_S218_L001_R2_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,PBAT,B,femaleness,10.186,re-sequenced to increase read numbers
T280206,2c,iSeq049-TM-T206-PBAT_S219_L001_R1_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,PBAT,B,femaleness,8.739,re-sequenced to increase read numbers
T280206,2c,iSeq049-TM-T206-PBAT_S219_L001_R2_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,PBAT,B,femaleness,8.739,re-sequenced to increase read numbers
T281207,2c,iSeq049-TM-T207-PBAT_S220_L001_R1_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,PBAT,B,femaleness,10.295,re-sequenced to increase read numbers
T281207,2c,iSeq049-TM-T207-PBAT_S220_L001_R2_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,PBAT,B,femaleness,10.295,re-sequenced to increase read numbers
T282208,2c,iSeq049-TM-T208-PBAT_S221_L001_R1_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,PBAT,B,femaleness,10.503,re-sequenced to increase read numbers
T282208,2c,iSeq049-TM-T208-PBAT_S221_L001_R2_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,PBAT,B,femaleness,10.503,re-sequenced to increase read numbers
T283209,2c,iSeq049-TM-T209-PBAT_S222_L001_R1_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,PBAT,B,femaleness,8.01,re-sequenced to increase read numbers
T283209,2c,iSeq049-TM-T209-PBAT_S222_L001_R2_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,PBAT,B,femaleness,8.01,re-sequenced to increase read numbers
T284210,2c,iSeq049-TM-T210-PBAT_S223_L001_R1_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,PBAT,B,femaleness,8.127,re-sequenced to increase read numbers
T284210,2c,iSeq049-TM-T210-PBAT_S223_L001_R2_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,PBAT,B,femaleness,8.127,re-sequenced to increase read numbers
T285211,2c,iSeq049-TM-T211-PBAT_S224_L001_R1_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,PBAT,B,femaleness,10.201,re-sequenced to increase read numbers
T285211,2c,iSeq049-TM-T211-PBAT_S224_L001_R2_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,PBAT,B,femaleness,10.201,re-sequenced to increase read numbers
T286212,2c,iSeq049-TM-T212-PBAT_S225_L001_R1_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,PBAT,B,femaleness,9.203,re-sequenced to increase read numbers
T286212,2c,iSeq049-TM-T212-PBAT_S225_L001_R2_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,PBAT,B,femaleness,9.203,re-sequenced to increase read numbers
T213139,2c,iSeq055-TM-reT213-LHamp_S1_L001_R1.fastq,45S-M_KO_29dpf_02,Uninjected,29,lh-amp,A,ref.conformity,10.096,re-sequenced to increase read numbers
T213139,2c,iSeq055-TM-reT213-LHamp_S1_L001_R2.fastq,45S-M_KO_29dpf_02,Uninjected,29,lh-amp,A,ref.conformity,10.096,re-sequenced to increase read numbers
T214140,2c,iSeq055-TM-reT214-LHamp_S2_L001_R1.fastq,45S-M_KO_29dpf_02,Uninjected,29,lh-amp,A,ref.conformity,10.416,re-sequenced to increase read numbers
T214140,2c,iSeq055-TM-reT214-LHamp_S2_L001_R2.fastq,45S-M_KO_29dpf_02,Uninjected,29,lh-amp,A,ref.conformity,10.416,re-sequenced to increase read numbers
T215141,2c,iSeq055-TM-reT215-LHamp_S3_L001_R1.fastq,45S-M_KO_29dpf_02,Uninjected,29,lh-amp,A,ref.conformity,10.646,re-sequenced to increase read numbers
T215141,2c,iSeq055-TM-reT215-LHamp_S3_L001_R2.fastq,45S-M_KO_29dpf_02,Uninjected,29,lh-amp,A,ref.conformity,10.646,re-sequenced to increase read numbers
T216142,2c,iSeq055-TM-reT216-LHamp_S4_L001_R1.fastq,45S-M_KO_29dpf_02,Uninjected,29,lh-amp,A,ref.conformity,10.628,re-sequenced to increase read numbers
T216142,2c,iSeq055-TM-reT216-LHamp_S4_L001_R2.fastq,45S-M_KO_29dpf_02,Uninjected,29,lh-amp,A,ref.conformity,10.628,re-sequenced to increase read numbers
T217143,2c,iSeq055-TM-reT217-LHamp_S5_L001_R1.fastq,45S-M_KO_29dpf_02,Uninjected,29,lh-amp,A,ref.conformity,10.318,re-sequenced to increase read numbers
T217143,2c,iSeq055-TM-reT217-LHamp_S5_L001_R2.fastq,45S-M_KO_29dpf_02,Uninjected,29,lh-amp,A,ref.conformity,10.318,re-sequenced to increase read numbers
T218144,2c,iSeq055-TM-reT218-LHamp_S6_L001_R1.fastq,45S-M_KO_29dpf_02,Uninjected,29,lh-amp,A,ref.conformity,10.006,re-sequenced to increase read numbers
T218144,2c,iSeq055-TM-reT218-LHamp_S6_L001_R2.fastq,45S-M_KO_29dpf_02,Uninjected,29,lh-amp,A,ref.conformity,10.006,re-sequenced to increase read numbers
T219145,2c,iSeq055-TM-reT219-LHamp_S7_L001_R1.fastq,45S-M_KO_29dpf_02,Uninjected,29,lh-amp,A,ref.conformity,10.972,re-sequenced to increase read numbers
T219145,2c,iSeq055-TM-reT219-LHamp_S7_L001_R2.fastq,45S-M_KO_29dpf_02,Uninjected,29,lh-amp,A,ref.conformity,10.972,re-sequenced to increase read numbers
T220146,2c,iSeq055-TM-reT220-LHamp_S8_L001_R1.fastq,45S-M_KO_29dpf_02,Uninjected,29,lh-amp,A,ref.conformity,9.377,re-sequenced to increase read numbers
T220146,2c,iSeq055-TM-reT220-LHamp_S8_L001_R2.fastq,45S-M_KO_29dpf_02,Uninjected,29,lh-amp,A,ref.conformity,9.377,re-sequenced to increase read numbers
T221147,2c,iSeq055-TM-reT221-LHamp_S9_L001_R1.fastq,45S-M_KO_29dpf_02,Uninjected,29,lh-amp,A,ref.conformity,6.902,re-sequenced to increase read numbers
T221147,2c,iSeq055-TM-reT221-LHamp_S9_L001_R2.fastq,45S-M_KO_29dpf_02,Uninjected,29,lh-amp,A,ref.conformity,6.902,re-sequenced to increase read numbers
T222148,2c,iSeq055-TM-reT222-LHamp_S10_L001_R1.fastq,45S-M_KO_29dpf_02,Uninjected,29,lh-amp,A,ref.conformity,9.285,re-sequenced to increase read numbers
T222148,2c,iSeq055-TM-reT222-LHamp_S10_L001_R2.fastq,45S-M_KO_29dpf_02,Uninjected,29,lh-amp,A,ref.conformity,9.285,re-sequenced to increase read numbers
T223149,2c,iSeq055-TM-reT223-LHamp_S11_L001_R1.fastq,45S-M_KO_29dpf_02,Uninjected,29,lh-amp,A,ref.conformity,7.831,re-sequenced to increase read numbers
T223149,2c,iSeq055-TM-reT223-LHamp_S11_L001_R2.fastq,45S-M_KO_29dpf_02,Uninjected,29,lh-amp,A,ref.conformity,7.831,re-sequenced to increase read numbers
T224150,2c,iSeq055-TM-reT224-LHamp_S12_L001_R1.fastq,45S-M_KO_29dpf_02,Uninjected,29,lh-amp,A,ref.conformity,8.879,re-sequenced to increase read numbers
T224150,2c,iSeq055-TM-reT224-LHamp_S12_L001_R2.fastq,45S-M_KO_29dpf_02,Uninjected,29,lh-amp,A,ref.conformity,8.879,re-sequenced to increase read numbers
T225151,2c,iSeq055-TM-reT225-LHamp_S13_L001_R1.fastq,45S-M_KO_29dpf_02,Uninjected,29,lh-amp,B,ref.conformity,9.439,re-sequenced to increase read numbers
T225151,2c,iSeq055-TM-reT225-LHamp_S13_L001_R2.fastq,45S-M_KO_29dpf_02,Uninjected,29,lh-amp,B,ref.conformity,9.439,re-sequenced to increase read numbers
T226152,2c,iSeq055-TM-reT226-LHamp_S14_L001_R1.fastq,45S-M_KO_29dpf_02,Uninjected,29,lh-amp,B,ref.conformity,8.616,re-sequenced to increase read numbers
T226152,2c,iSeq055-TM-reT226-LHamp_S14_L001_R2.fastq,45S-M_KO_29dpf_02,Uninjected,29,lh-amp,B,ref.conformity,8.616,re-sequenced to increase read numbers
T227153,2c,iSeq055-TM-reT227-LHamp_S15_L001_R1.fastq,45S-M_KO_29dpf_02,Uninjected,29,lh-amp,B,ref.conformity,7.363,re-sequenced to increase read numbers
T227153,2c,iSeq055-TM-reT227-LHamp_S15_L001_R2.fastq,45S-M_KO_29dpf_02,Uninjected,29,lh-amp,B,ref.conformity,7.363,re-sequenced to increase read numbers
T229155,2c,iSeq055-TM-reT229-LHamp_S17_L001_R1.fastq,45S-M_KO_29dpf_02,Uninjected,29,lh-amp,B,ref.conformity,7.947,re-sequenced to increase read numbers
T229155,2c,iSeq055-TM-reT229-LHamp_S17_L001_R2.fastq,45S-M_KO_29dpf_02,Uninjected,29,lh-amp,B,ref.conformity,7.947,re-sequenced to increase read numbers
T230156,2c,iSeq055-TM-reT230-LHamp_S18_L001_R1.fastq,45S-M_KO_29dpf_02,Uninjected,29,lh-amp,B,ref.conformity,7.518,re-sequenced to increase read numbers
T230156,2c,iSeq055-TM-reT230-LHamp_S18_L001_R2.fastq,45S-M_KO_29dpf_02,Uninjected,29,lh-amp,B,ref.conformity,7.518,re-sequenced to increase read numbers
T231157,2c,iSeq055-TM-reT231-LHamp_S19_L001_R1.fastq,45S-M_KO_29dpf_02,Uninjected,29,lh-amp,B,ref.conformity,9.542,re-sequenced to increase read numbers
T231157,2c,iSeq055-TM-reT231-LHamp_S19_L001_R2.fastq,45S-M_KO_29dpf_02,Uninjected,29,lh-amp,B,ref.conformity,9.542,re-sequenced to increase read numbers
T232158,2c,iSeq055-TM-reT232-LHamp_S20_L001_R1.fastq,45S-M_KO_29dpf_02,Uninjected,29,lh-amp,B,ref.conformity,9.751,re-sequenced to increase read numbers
T232158,2c,iSeq055-TM-reT232-LHamp_S20_L001_R2.fastq,45S-M_KO_29dpf_02,Uninjected,29,lh-amp,B,ref.conformity,9.751,re-sequenced to increase read numbers
T233159,2c,iSeq055-TM-reT233-LHamp_S21_L001_R1.fastq,45S-M_KO_29dpf_02,Uninjected,29,lh-amp,B,ref.conformity,8.795,re-sequenced to increase read numbers
T233159,2c,iSeq055-TM-reT233-LHamp_S21_L001_R2.fastq,45S-M_KO_29dpf_02,Uninjected,29,lh-amp,B,ref.conformity,8.795,re-sequenced to increase read numbers
T234160,2c,iSeq055-TM-reT234-LHamp_S22_L001_R1.fastq,45S-M_KO_29dpf_02,Uninjected,29,lh-amp,B,ref.conformity,8.718,re-sequenced to increase read numbers
T234160,2c,iSeq055-TM-reT234-LHamp_S22_L001_R2.fastq,45S-M_KO_29dpf_02,Uninjected,29,lh-amp,B,ref.conformity,8.718,re-sequenced to increase read numbers
T235161,2c,iSeq055-TM-reT235-LHamp_S23_L001_R1.fastq,45S-M_KO_29dpf_02,Uninjected,29,lh-amp,B,ref.conformity,8.58,re-sequenced to increase read numbers
T235161,2c,iSeq055-TM-reT235-LHamp_S23_L001_R2.fastq,45S-M_KO_29dpf_02,Uninjected,29,lh-amp,B,ref.conformity,8.58,re-sequenced to increase read numbers
T236162,2c,iSeq055-TM-reT236-LHamp_S24_L001_R1.fastq,45S-M_KO_29dpf_02,Uninjected,29,lh-amp,B,ref.conformity,9.135,re-sequenced to increase read numbers
T236162,2c,iSeq055-TM-reT236-LHamp_S24_L001_R2.fastq,45S-M_KO_29dpf_02,Uninjected,29,lh-amp,B,ref.conformity,9.135,re-sequenced to increase read numbers
T237163,2c,iSeq055-TM-reT237-LHamp_S25_L001_R1.fastq,45S-M_KO_29dpf_02,Uninjected,29,lh-amp,B,ref.conformity,10.168,re-sequenced to increase read numbers
T237163,2c,iSeq055-TM-reT237-LHamp_S25_L001_R2.fastq,45S-M_KO_29dpf_02,Uninjected,29,lh-amp,B,ref.conformity,10.168,re-sequenced to increase read numbers
T238164,2c,iSeq055-TM-reT238-LHamp_S26_L001_R1.fastq,45S-M_KO_29dpf_02,Uninjected,29,lh-amp,B,ref.conformity,9.614,re-sequenced to increase read numbers
T238164,2c,iSeq055-TM-reT238-LHamp_S26_L001_R2.fastq,45S-M_KO_29dpf_02,Uninjected,29,lh-amp,B,ref.conformity,9.614,re-sequenced to increase read numbers
T239165,2c,iSeq055-TM-reT239-LHamp_S27_L001_R1.fastq,45S-M_KO_29dpf_02,Uninjected,29,lh-amp,B,ref.conformity,9.64,re-sequenced to increase read numbers
T239165,2c,iSeq055-TM-reT239-LHamp_S27_L001_R2.fastq,45S-M_KO_29dpf_02,Uninjected,29,lh-amp,B,ref.conformity,9.64,re-sequenced to increase read numbers
T240166,2c,iSeq055-TM-reT240-LHamp_S28_L001_R1.fastq,45S-M_KO_29dpf_02,Uninjected,29,lh-amp,B,ref.conformity,9.078,re-sequenced to increase read numbers
T240166,2c,iSeq055-TM-reT240-LHamp_S28_L001_R2.fastq,45S-M_KO_29dpf_02,Uninjected,29,lh-amp,B,ref.conformity,9.078,re-sequenced to increase read numbers
T241167,2c,iSeq055-TM-reT241-LHamp_S29_L001_R1.fastq,45S-M_KO_29dpf_02,Uninjected,29,lh-amp,B,ref.conformity,8.921,re-sequenced to increase read numbers
T241167,2c,iSeq055-TM-reT241-LHamp_S29_L001_R2.fastq,45S-M_KO_29dpf_02,Uninjected,29,lh-amp,B,ref.conformity,8.921,re-sequenced to increase read numbers
T242168,2c,iSeq055-TM-reT242-LHamp_S30_L001_R1.fastq,45S-M_KO_29dpf_02,Uninjected,29,lh-amp,B,ref.conformity,9.796,re-sequenced to increase read numbers
T242168,2c,iSeq055-TM-reT242-LHamp_S30_L001_R2.fastq,45S-M_KO_29dpf_02,Uninjected,29,lh-amp,B,ref.conformity,9.796,re-sequenced to increase read numbers
T243169,2c,iSeq055-TM-reT243-LHamp_S31_L001_R1.fastq,45S-M_KO_29dpf_02,Uninjected,29,lh-amp,B,ref.conformity,9.395,re-sequenced to increase read numbers
T243169,2c,iSeq055-TM-reT243-LHamp_S31_L001_R2.fastq,45S-M_KO_29dpf_02,Uninjected,29,lh-amp,B,ref.conformity,9.395,re-sequenced to increase read numbers
T244170,2c,iSeq055-TM-reT244-LHamp_S32_L001_R1.fastq,45S-M_KO_29dpf_02,Uninjected,29,lh-amp,B,ref.conformity,7.518,re-sequenced to increase read numbers
T244170,2c,iSeq055-TM-reT244-LHamp_S32_L001_R2.fastq,45S-M_KO_29dpf_02,Uninjected,29,lh-amp,B,ref.conformity,7.518,re-sequenced to increase read numbers
T245171,2c,iSeq055-TM-reT245-LHamp_S33_L001_R1.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,lh-amp,B,ref.conformity,10.479,re-sequenced to increase read numbers
T245171,2c,iSeq055-TM-reT245-LHamp_S33_L001_R2.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,lh-amp,B,ref.conformity,10.479,re-sequenced to increase read numbers
T246172,2c,iSeq055-TM-reT246-LHamp_S34_L001_R1.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,lh-amp,B,ref.conformity,9.161,re-sequenced to increase read numbers
T246172,2c,iSeq055-TM-reT246-LHamp_S34_L001_R2.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,lh-amp,B,ref.conformity,9.161,re-sequenced to increase read numbers
T247173,2c,iSeq055-TM-reT247-LHamp_S35_L001_R1.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,lh-amp,B,ref.conformity,8.127,re-sequenced to increase read numbers
T247173,2c,iSeq055-TM-reT247-LHamp_S35_L001_R2.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,lh-amp,B,ref.conformity,8.127,re-sequenced to increase read numbers
T248174,2c,iSeq055-TM-reT248-LHamp_S36_L001_R1.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,lh-amp,B,ref.conformity,8.808,re-sequenced to increase read numbers
T248174,2c,iSeq055-TM-reT248-LHamp_S36_L001_R2.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,lh-amp,B,ref.conformity,8.808,re-sequenced to increase read numbers
T249175,2c,iSeq055-TM-reT249-LHamp_S37_L001_R1.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,lh-amp,B,ref.conformity,10.29,re-sequenced to increase read numbers
T249175,2c,iSeq055-TM-reT249-LHamp_S37_L001_R2.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,lh-amp,B,ref.conformity,10.29,re-sequenced to increase read numbers
T250176,2c,iSeq055-TM-reT250-LHamp_S38_L001_R1.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,lh-amp,B,ref.conformity,9.074,re-sequenced to increase read numbers
T250176,2c,iSeq055-TM-reT250-LHamp_S38_L001_R2.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,lh-amp,B,ref.conformity,9.074,re-sequenced to increase read numbers
T251177,2c,iSeq055-TM-reT251-LHamp_S39_L001_R1.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,lh-amp,B,ref.conformity,7.23,re-sequenced to increase read numbers
T251177,2c,iSeq055-TM-reT251-LHamp_S39_L001_R2.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,lh-amp,B,ref.conformity,7.23,re-sequenced to increase read numbers
T252178,2c,iSeq055-TM-reT252-LHamp_S40_L001_R1.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,lh-amp,B,ref.conformity,7.485,re-sequenced to increase read numbers
T252178,2c,iSeq055-TM-reT252-LHamp_S40_L001_R2.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,lh-amp,B,ref.conformity,7.485,re-sequenced to increase read numbers
T253179,2c,iSeq055-TM-reT253-LHamp_S41_L001_R1.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,lh-amp,B,ref.conformity,8.399,re-sequenced to increase read numbers
T253179,2c,iSeq055-TM-reT253-LHamp_S41_L001_R2.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,lh-amp,B,ref.conformity,8.399,re-sequenced to increase read numbers
T254180,2c,iSeq055-TM-reT254-LHamp_S42_L001_R1.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,lh-amp,B,ref.conformity,6.949,re-sequenced to increase read numbers
T254180,2c,iSeq055-TM-reT254-LHamp_S42_L001_R2.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,lh-amp,B,ref.conformity,6.949,re-sequenced to increase read numbers
T255181,2c,iSeq055-TM-reT255-LHamp_S43_L001_R1.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,lh-amp,B,ref.conformity,6.19,re-sequenced to increase read numbers
T255181,2c,iSeq055-TM-reT255-LHamp_S43_L001_R2.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,lh-amp,B,ref.conformity,6.19,re-sequenced to increase read numbers
T256182,2c,iSeq055-TM-reT256-LHamp_S44_L001_R1.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,lh-amp,B,ref.conformity,7.589,re-sequenced to increase read numbers
T256182,2c,iSeq055-TM-reT256-LHamp_S44_L001_R2.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,lh-amp,B,ref.conformity,7.589,re-sequenced to increase read numbers
T257183,2c,iSeq055-TM-reT257-LHamp_S45_L001_R1.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,lh-amp,B,ref.conformity,7.641,re-sequenced to increase read numbers
T257183,2c,iSeq055-TM-reT257-LHamp_S45_L001_R2.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,lh-amp,B,ref.conformity,7.641,re-sequenced to increase read numbers
T258184,2c,iSeq055-TM-reT258-LHamp_S46_L001_R1.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,lh-amp,B,ref.conformity,5.811,re-sequenced to increase read numbers
T258184,2c,iSeq055-TM-reT258-LHamp_S46_L001_R2.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,lh-amp,B,ref.conformity,5.811,re-sequenced to increase read numbers
T259185,2c,iSeq055-TM-reT259-LHamp_S47_L001_R1.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,lh-amp,B,ref.conformity,9.042,re-sequenced to increase read numbers
T259185,2c,iSeq055-TM-reT259-LHamp_S47_L001_R2.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,lh-amp,B,ref.conformity,9.042,re-sequenced to increase read numbers
T260186,2c,iSeq055-TM-reT260-LHamp_S48_L001_R1.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,lh-amp,B,ref.conformity,9.203,re-sequenced to increase read numbers
T260186,2c,iSeq055-TM-reT260-LHamp_S48_L001_R2.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,lh-amp,B,ref.conformity,9.203,re-sequenced to increase read numbers
T261187,2c,iSeq055-TM-reT261-LHamp_S49_L001_R1.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (1 guide targeting GFP),29,lh-amp,A,ref.conformity,10.023,re-sequenced to increase read numbers
T261187,2c,iSeq055-TM-reT261-LHamp_S49_L001_R2.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (1 guide targeting GFP),29,lh-amp,A,ref.conformity,10.023,re-sequenced to increase read numbers
T262188,2c,iSeq055-TM-reT262-LHamp_S50_L001_R1.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (1 guide targeting GFP),29,lh-amp,A,ref.conformity,8.964,re-sequenced to increase read numbers
T262188,2c,iSeq055-TM-reT262-LHamp_S50_L001_R2.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (1 guide targeting GFP),29,lh-amp,A,ref.conformity,8.964,re-sequenced to increase read numbers
T263189,2c,iSeq055-TM-reT263-LHamp_S51_L001_R1.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (1 guide targeting GFP),29,lh-amp,A,ref.conformity,9.857,re-sequenced to increase read numbers
T263189,2c,iSeq055-TM-reT263-LHamp_S51_L001_R2.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (1 guide targeting GFP),29,lh-amp,A,ref.conformity,9.857,re-sequenced to increase read numbers
T264190,2c,iSeq055-TM-reT264-LHamp_S52_L001_R1.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (1 guide targeting GFP),29,lh-amp,A,ref.conformity,10.421,re-sequenced to increase read numbers
T264190,2c,iSeq055-TM-reT264-LHamp_S52_L001_R2.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (1 guide targeting GFP),29,lh-amp,A,ref.conformity,10.421,re-sequenced to increase read numbers
T265191,2c,iSeq055-TM-reT265-LHamp_S53_L001_R1.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (1 guide targeting GFP),29,lh-amp,A,ref.conformity,9.899,re-sequenced to increase read numbers
T265191,2c,iSeq055-TM-reT265-LHamp_S53_L001_R2.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (1 guide targeting GFP),29,lh-amp,A,ref.conformity,9.899,re-sequenced to increase read numbers
T266192,2c,iSeq055-TM-reT266-LHamp_S54_L001_R1.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (1 guide targeting GFP),29,lh-amp,A,ref.conformity,10.658,re-sequenced to increase read numbers
T266192,2c,iSeq055-TM-reT266-LHamp_S54_L001_R2.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (1 guide targeting GFP),29,lh-amp,A,ref.conformity,10.658,re-sequenced to increase read numbers
T267193,2c,iSeq055-TM-reT267-LHamp_S55_L001_R1.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (1 guide targeting GFP),29,lh-amp,A,ref.conformity,10.734,re-sequenced to increase read numbers
T267193,2c,iSeq055-TM-reT267-LHamp_S55_L001_R2.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (1 guide targeting GFP),29,lh-amp,A,ref.conformity,10.734,re-sequenced to increase read numbers
T268194,2c,iSeq055-TM-reT268-LHamp_S56_L001_R1.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (1 guide targeting GFP),29,lh-amp,A,ref.conformity,8.766,re-sequenced to increase read numbers
T268194,2c,iSeq055-TM-reT268-LHamp_S56_L001_R2.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (1 guide targeting GFP),29,lh-amp,A,ref.conformity,8.766,re-sequenced to increase read numbers
